ID,TERM,NOTES
2235,"LA MUJER DEL CESAR NO SÓLO DEBE SER HONRADA, SINO PARECERLO","This is an idiomatic expression or common phrase in Argentina.  It translates to ""Caesar's wife must not only be honest, but appear to be so.""  It speaks to the importance of avoiding even the appearance of impropriety, especially for those in positions of power or public trust. The phrase originates from Roman history and is used to highlight the need for impeccable reputation and the avoidance of scandal."
2236,LA ROPA SUCIA SE LAVA EN CASA,"This is an idiomatic expression common in Argentina.  It literally translates to ""Dirty laundry is washed at home.""  It means that family problems or scandals should be kept within the family and not made public."
2237,LAS PALABRAS SE LAS LLEVA EL VIENTO,"This is an idiomatic expression or common phrase in Argentina.  It translates literally to ""The words the wind takes them.""  It implies that words are fleeting and may not hold lasting significance or that promises or agreements are easily broken or forgotten."
2238,LA ÚNICA VERDAD ES LA REALIDAD,"This phrase translates to ""The only truth is reality.""  It's identified as an idiomatic expression or common phrase in Argentina, categorized under ""Famous Phrases"".  The exact cultural context or nuances of its usage within Argentina aren't specified in the provided text."
2239,LA VENGANZA ES UN PLATO QUE SE COME FRÍO,"This is an idiom or common phrase in Argentina.  It translates to ""Revenge is a dish best served cold.""  It expresses the idea that revenge is more satisfying and effective when it is carefully planned and executed, rather than immediate and impulsive."
2240,"LO BUENO, SI BREVE, DOS VECES BUENO","This is an idiomatic expression or common phrase in Argentina.  It translates roughly to ""What is good, if brief, is twice as good.""  It suggests that something short and sweet is better than something long and drawn out. The entry indicates it belongs to a chapter on famous phrases."
2241,"LO QUE NATURA NON DA, SALAMANCA NON PRESTA","This is an idiomatic expression or common phrase in Argentina.  It translates roughly to ""What nature does not give, Salamanca does not lend.""  It implies that one cannot obtain something that is not naturally or inherently within their capabilities or possession.  The reference to Salamanca may be a historical or cultural allusion, but the core meaning is about inherent limitations."
2242,"MEJOR QUE DECIR ES HACER, MEJOR QUE PROMETER ES REALIZAR","This is an idiomatic expression or common phrase in Argentina.  It translates to ""Better to do than to say, better to realize than to promise.""  It emphasizes the importance of action over words and fulfilling promises."
2243,MENS SANA IN CORPORE SANO,"Latin expression meaning ""a healthy mind in a healthy body.""  It's presented as a common idiom or phrase in Argentina."
2244,"NO CREO EN BRUJAS, PERO QUE LAS HAY... LAS HAY","This is an idiomatic expression common in Argentina.  It translates literally to ""I don't believe in witches, but that they exist... they exist.""  It implies skepticism while acknowledging the possibility or existence of something unbelievable or improbable. The repetition emphasizes the paradoxical nature of the statement."
2245,"NO HAY MAL QUE DURE CIEN AÑOS, NI CUERPO QUE LO RESISTA","This is an idiomatic expression or common phrase in Argentina.  It translates roughly to ""There is no evil that lasts a hundred years, nor a body that can resist it.""  It suggests that even the worst situations are temporary and that human resilience is strong."
2246,PAN Y CIRCO,"Idiomatic expression or common phrase in Argentina.  The provided text indicates it falls under the category of ""FRASES CÉLEBRES"" (famous phrases).  The meaning is not explicitly given, but the phrase 'pan y circo' (bread and circuses) is a well-known idiom referring to superficial appeasement of the masses through entertainment and basic necessities, distracting them from more serious issues."
2247,"QUE SE QUIEBRE, PERO QUE NO SE DOBLE","This is an idiomatic expression or common phrase in Argentina.  The literal translation is ""May it break, but may it not bend.""  It implies a preference for a complete failure rather than a compromise or yielding to pressure.  The context suggests a strong stance against compromise or bending to external forces."
2248,SERÁS LO QUE DEBAS SER O NO SERÁS NADA,This is an idiomatic expression or common phrase in Argentina.  The translation is roughly 'You will be what you should be or you will be nothing'.  It suggests the importance of fulfilling one's potential and purpose.
2249,"SI LA MONTAÑA NO VIENE A MAHOMA, MAHOMA VA A LA MONTAÑA","This is an idiom or common phrase in Argentina.  It translates to ""If the mountain will not come to Mahomet, Mahomet will go to the mountain.""  It signifies that if something desired is unattainable by one method, one should try another."
2250,EN SU MEDIDA Y ARMONIOSAMENTE,"Idiomatic expression or common phrase in Argentina.  The exact meaning and usage require further research beyond the provided text. The context suggests it might be a phrase with a particular cultural significance, possibly related to a famous quote or saying."
2251,VER NÁPOLES Y DESPUÉS MORIR,This is an idiomatic expression or common phrase in Argentina.  The provided text does not offer a translation or explanation of its meaning.
2252,VICTORIA PÍRRICA,"Idiomatic expression or common phrase in Argentina.  The provided text indicates it belongs to a chapter titled ""FRASES CÉLEBRES"" (Famous Phrases), suggesting it's a well-known expression with cultural significance."
2253,"VOX POPULI, VOX DEI","Latin expression meaning ""The voice of the people is the voice of God.""  It's presented as a common idiom or phrase in Argentina."
2269,Vive como un hombre rico,"This phrase translates to ""He lives like a wealthy man.""  It's not a slang term, idiom, or proverb in itself, but rather a straightforward statement.  The context suggests a description of someone's lifestyle, not a specific linguistic phenomenon within Argentinian Spanish."
2278,"slang, to confess","The entry describes a slang term or phrase (the specific term is missing) used for 'to confess', meaning to reveal information.  It's understood and commonly used in contexts where someone is revealing information."
2280,rompieron enseguida,"The phrase ""rompieron enseguida"" translates to ""they broke right away"" in English.  The example sentence indicates its use in the context of describing shoddy, quickly-breaking shoes.  It doesn't represent a specific idiom, slang term, or cultural reference, but rather a straightforward description that could be used in everyday conversation in Argentina."
2281,birras,"The word ""birras"" is the colloquial plural of ""birra"", meaning ""beer"" in Spanish.  It originates from the Italian word ""birra."" The example sentence, ""¿Tomamos unas birras?"" translates to ""Shall we have some beers?""  This usage indicates an informal and casual way to suggest drinking beer."
2282,store,"""Store"" in the context of a nightclub is a youth slang term in Argentina.  The entry notes that ""Nightclub"" is the more common youth meaning, implying that 'store' doesn't refer to a retail establishment in this context.  Further information is needed to fully define the meaning within this nightclub context.  The example provided, ""¿Vamos"", which translates to ""Shall we go?"", suggests that 'store' might refer to a place to go, specifically a nightclub."
2295,para ir al centro,"The phrase ""para ir al centro"" translates to ""to go downtown.""  The provided example, ""para ir al centro"" (I'm going to take the bus to go downtown), shows its use within a longer sentence. It's not a slang term itself, but rather a common phrase that could be part of slangy or informal speech depending on the context. The entry lacks sufficient information to classify it as a specific linguistic category beyond a general phrase."
